area,rooms,bathroom,parking spaces,floor,animal,furniture,total,city_Belo Horizonte,city_Campinas,city_Porto Alegre,city_Rio de Janeiro,city_São Paulo
68,3,1,1,2,1,0,1719,0,1,0,0,0
172,4,4,3,15,1,1,11450,0,0,0,0,1
64,2,2,2,25,0,0,4410,0,0,0,0,1
41,1,1,0,9,1,0,2607,0,0,0,1,0
106,2,2,1,2,1,0,4083,0,0,0,1,0
150,4,2,3,1,1,1,4584,1,0,0,0,0
135,4,2,2,4,1,0,4114,1,0,0,0,0
350,4,6,6,0,1,1,11110,0,0,0,0,1
360,3,1,3,0,1,0,1667,1,0,0,0,0
700,4,7,8,0,1,1,17480,0,0,0,0,1
100,2,2,1,6,1,1,11800,0,0,0,1,0
50,1,1,2,4,1,0,1516,1,0,0,0,0
55,3,1,1,3,1,0,1775,0,0,0,0,1
215,4,4,2,10,0,0,8861,0,0,0,0,1
287,3,2,5,0,1,0,15230,0,0,0,0,1
58,2,1,1,3,1,1,1946,0,0,0,0,1
90,3,2,2,10,1,0,2771,0,0,0,0,1
200,3,3,3,0,1,0,3606,0,0,0,0,1
65,3,2,1,8,1,0,2883,0,0,0,0,1
102,2,1,0,3,1,0,2673,0,0,0,0,1
108,3,2,2,3,1,0,7000,0,0,0,1,0
86,3,2,2,6,1,1,4143,0,0,0,0,1
210,6,3,0,0,1,0,4264,0,1,0,0,0
140,4,2,2,4,1,0,5713,1,0,0,0,0
220,4,4,3,2,1,0,8100,0,0,0,0,1
66,2,1,1,0,1,0,1413,0,1,0,0,0
389,4,5,6,4,1,0,14440,0,0,0,0,1
80,3,3,1,11,0,0,2681,0,0,0,0,1
78,2,2,1,1,1,0,3168,0,0,0,0,1
178,4,2,5,0,1,0,6550,0,0,0,0,1
47,2,1,1,4,1,0,1784,0,0,0,0,1
160,4,1,1,0,1,0,2186,1,0,0,0,0
80,2,2,2,0,1,0,1953,0,0,0,0,1
144,3,3,2,0,1,1,5185,0,0,0,0,1
400,5,7,4,5,1,0,12090,0,1,0,0,0
100,3,2,1,0,1,0,15160,1,0,0,0,0
48,2,1,0,2,1,0,1345,0,0,0,0,1
64,3,2,2,16,1,0,2084,0,0,0,0,1
50,2,1,0,0,1,0,911,0,0,1,0,0
50,1,1,1,11,1,1,6479,0,0,0,0,1
60,2,2,1,5,1,0,2284,0,0,0,0,1
180,3,2,1,2,1,0,7239,0,0,0,1,0
339,3,3,4,0,1,0,4292,0,0,0,0,1
54,1,1,1,5,1,1,3258,0,1,0,0,0
350,4,5,4,0,1,0,9218,0,1,0,0,0
72,2,2,2,6,0,0,4149,0,0,0,0,1
50,1,1,0,0,0,0,872,0,0,0,0,1
450,4,4,4,0,1,0,12580,0,0,0,0,1
60,2,1,0,6,0,1,3830,0,0,0,1,0
160,2,3,3,0,1,0,8030,0,0,0,0,1
450,4,4,5,10,0,0,17010,1,0,0,0,0
265,3,4,3,0,1,1,3993,0,0,0,0,1
103,3,1,3,2,1,0,4592,0,0,0,0,1
60,2,2,1,8,1,0,2311,0,0,0,0,1
136,3,3,3,15,1,1,9941,0,0,0,0,1
45,2,1,1,5,0,0,1015,1,0,0,0,0
206,3,3,4,25,1,0,15220,0,0,0,0,1
229,4,2,3,2,1,1,7079,0,0,0,0,1
70,1,2,1,2,0,0,1498,0,1,0,0,0
130,3,2,0,18,1,1,6518,0,0,0,0,1
87,2,1,0,10,1,0,1611,0,1,0,0,0
200,4,5,3,7,0,0,9077,0,0,0,0,1
50,1,1,1,2,1,0,1508,0,0,0,1,0
120,3,2,1,0,1,0,3541,0,0,0,0,1
40,1,1,0,1,0,0,2028,0,0,0,0,1
54,2,1,1,0,1,0,2552,0,0,0,0,1
48,2,1,0,2,1,0,1468,0,0,0,0,1
149,3,4,3,7,1,1,7927,0,0,0,0,1
45,2,1,1,14,1,0,1872,0,0,0,0,1
76,2,2,2,4,0,0,3664,0,0,0,0,1
60,2,1,0,3,1,0,2361,0,0,0,0,1
118,3,3,2,5,0,0,11270,0,0,0,0,1
200,2,3,1,2,0,1,16090,0,0,0,0,1
200,2,2,1,0,1,0,5076,0,0,0,0,1
138,3,4,2,18,1,1,12150,0,0,0,0,1
53,2,1,1,8,1,1,2166,0,0,0,0,1
61,1,1,1,13,1,1,5197,0,0,1,0,0
135,3,3,2,7,0,1,5332,0,0,0,0,1
50,1,1,0,0,0,0,787,0,0,0,0,1
34,1,1,1,9,0,0,2617,0,0,0,0,1
218,3,3,3,17,0,0,7126,0,0,0,0,1
400,3,5,4,20,1,1,14880,0,0,0,0,1
360,5,3,3,0,1,0,3563,0,0,1,0,0
72,2,1,1,9,1,0,4032,0,0,0,0,1
45,2,1,1,17,1,0,1955,0,0,0,0,1
340,3,5,5,0,1,0,4887,1,0,0,0,0
130,3,3,2,0,1,0,3277,0,0,0,0,1
72,3,2,2,15,1,0,3900,0,0,0,0,1
50,1,1,0,0,0,0,914,0,0,0,0,1
100,2,2,0,8,0,1,6213,0,0,0,0,1
270,3,2,4,21,1,0,17620,0,0,0,0,1
60,2,1,1,3,1,0,1465,1,0,0,0,0
700,3,3,8,0,1,0,10970,1,0,0,0,0
550,4,5,0,1,1,0,11610,0,0,0,0,1
21,1,1,1,2,0,0,1994,1,0,0,0,0
55,1,2,1,17,1,0,4726,0,0,0,0,1
40,1,2,1,28,0,1,6507,0,0,0,0,1
50,1,1,1,12,0,1,2191,1,0,0,0,0
52,1,1,1,15,1,1,4941,0,0,0,0,1
46,2,1,1,6,1,0,1742,0,0,0,0,1
20,1,1,1,0,1,1,1115,1,0,0,0,0
50,1,1,0,0,1,0,1125,0,0,0,0,1
49,1,2,1,10,1,0,3325,0,0,0,1,0
440,3,2,3,6,0,0,10840,0,0,1,0,0
59,2,1,1,2,1,0,1358,0,0,1,0,0
150,4,1,3,1,1,0,2338,1,0,0,0,0
100,3,2,0,7,1,0,2928,0,0,0,0,1
72,2,2,1,4,1,0,3034,0,0,0,0,1
500,7,7,8,0,0,1,10800,0,0,0,0,1
264,3,5,0,0,1,0,6579,0,0,0,0,1
76,2,2,2,14,1,0,6778,0,0,0,0,1
16,1,1,0,1,0,0,882,0,0,0,0,1
198,3,2,2,8,1,0,5026,0,0,0,0,1
190,3,2,1,3,1,0,5751,0,0,0,0,1
210,4,4,4,4,0,0,15980,0,0,0,0,1
233,3,1,1,0,1,0,2980,0,1,0,0,0
180,3,2,2,0,1,0,11320,0,0,0,0,1
320,3,3,2,0,1,0,7909,0,0,0,0,1
116,3,2,2,5,1,0,6251,0,0,0,0,1
128,2,1,1,9,1,1,9817,0,0,0,0,1
42,2,1,1,4,1,0,1224,0,1,0,0,0
70,2,1,1,6,1,0,4554,0,0,0,0,1
77,2,2,1,9,1,0,2012,0,1,0,0,0
208,3,3,3,4,1,1,18880,0,0,0,0,1
115,3,3,3,0,1,0,2508,0,0,0,0,1
60,2,1,1,1,1,1,1744,0,0,1,0,0
50,1,1,0,1,1,0,1291,0,0,1,0,0
108,2,4,2,7,1,0,6369,0,0,0,0,1
64,2,2,1,7,0,0,8497,0,0,0,0,1
178,3,2,1,0,1,1,3683,0,0,0,0,1
53,1,1,0,2,1,1,1784,0,0,1,0,0
118,3,2,0,2,1,0,3125,0,0,0,1,0
65,2,1,1,3,1,0,1739,0,1,0,0,0
180,3,3,2,6,1,0,9566,0,0,0,1,0
348,3,3,3,0,1,0,5323,0,1,0,0,0
150,3,3,1,3,0,0,7271,0,0,0,0,1
45,1,1,0,6,1,0,1038,0,0,1,0,0
37,1,1,1,3,0,1,3840,0,0,0,0,1
540,4,4,6,0,1,0,6841,0,0,0,0,1
521,5,2,3,0,1,0,10910,1,0,0,0,0
147,4,3,3,8,1,0,6745,0,1,0,0,0
130,3,2,1,8,1,0,4983,0,0,0,1,0
190,3,2,1,0,1,0,3756,0,0,0,0,1
28,1,1,0,16,1,0,1939,0,0,0,1,0
160,3,3,3,0,0,0,7975,0,0,0,0,1
310,3,2,0,5,1,0,8363,0,0,0,1,0
530,4,5,6,0,0,0,13200,0,0,0,0,1
59,2,1,1,9,1,1,2017,0,0,0,0,1
800,5,4,8,0,1,0,16660,0,0,0,0,1
77,2,1,0,3,1,0,2673,0,0,0,0,1
160,3,2,1,6,1,0,6355,0,0,0,0,1
47,1,1,1,15,1,0,2353,0,0,0,0,1
52,2,1,1,1,1,0,1174,1,0,0,0,0
60,1,2,1,2,1,0,5318,0,0,0,0,1
120,3,3,2,9,1,0,4289,0,0,0,1,0
55,2,1,0,2,0,0,912,1,0,0,0,0
110,3,3,2,0,1,0,3897,0,1,0,0,0
145,3,4,0,2,1,1,3319,0,0,1,0,0
88,2,4,2,8,1,0,3549,0,0,0,0,1
49,2,1,1,11,1,0,2379,0,0,0,0,1
26,1,1,0,4,1,1,4175,0,0,0,0,1
36,1,1,0,6,1,0,1981,0,0,0,0,1
150,3,2,5,0,1,0,2392,0,0,0,0,1
77,1,1,1,8,0,0,5773,0,0,0,0,1
60,1,1,2,0,1,0,1685,0,1,0,0,0
58,2,2,1,1,1,0,2072,0,0,0,1,0
145,4,4,3,14,1,0,6805,0,0,0,0,1
408,4,6,3,20,1,0,19660,0,0,0,0,1
50,1,1,0,0,1,0,831,0,0,0,0,1
85,3,2,2,12,1,0,4358,0,0,0,0,1
210,3,3,3,1,1,0,4898,1,0,0,0,0
100,3,1,2,3,1,0,1941,1,0,0,0,0
68,2,1,1,6,0,1,2486,0,0,1,0,0
42,1,1,1,16,0,0,2573,0,1,0,0,0
87,3,1,0,15,1,0,2147,0,1,0,0,0
40,1,1,0,1,1,0,1287,0,0,0,0,1
50,2,1,1,4,1,0,2547,0,0,0,0,1
85,2,2,0,7,1,1,3330,0,0,1,0,0
55,1,1,1,3,1,1,2598,0,0,1,0,0
127,2,2,2,5,1,0,7481,0,0,0,0,1
172,3,5,3,0,1,0,6495,0,0,0,0,1
75,2,1,2,2,1,0,1653,0,0,1,0,0
50,1,1,1,6,0,0,3662,0,0,0,0,1
120,4,2,5,0,1,0,4264,0,1,0,0,0
95,3,2,2,15,1,0,4422,0,0,0,0,1
300,5,3,6,0,1,0,5620,1,0,0,0,0
44,1,1,0,1,1,1,1981,0,0,0,1,0
65,2,2,0,2,0,0,1956,0,0,0,1,0
170,2,2,1,9,1,0,3942,0,0,0,1,0
22,1,1,1,1,0,1,1520,1,0,0,0,0
410,4,4,4,0,1,1,5447,1,0,0,0,0
60,2,1,1,2,1,0,2021,0,0,0,1,0
47,1,1,0,7,1,0,3803,0,0,0,0,1
157,4,3,3,3,1,1,10950,1,0,0,0,0
280,3,4,2,0,1,0,7690,0,0,0,0,1
68,3,2,1,14,1,0,1976,0,0,0,1,0
56,1,1,0,3,0,0,1014,0,1,0,0,0
140,2,4,1,11,1,0,11510,0,0,0,0,1
50,2,1,0,2,0,0,1282,0,1,0,0,0
40,2,1,1,3,1,0,1606,0,1,0,0,0
260,3,4,4,4,1,1,17150,0,0,0,0,1
700,6,8,8,0,1,1,15230,0,0,0,0,1
130,2,1,0,0,1,1,2221,0,0,0,0,1
215,3,2,0,4,0,0,5334,0,0,0,0,1
300,4,3,2,1,1,0,7854,0,0,0,1,0
250,4,5,4,1,1,0,18020,0,0,0,0,1
80,2,2,1,7,1,1,6893,0,0,0,1,0
54,2,1,0,13,1,1,1719,0,0,1,0,0
57,1,2,1,12,0,0,1319,0,1,0,0,0
130,3,2,1,9,0,0,6058,0,0,0,0,1
48,1,1,2,15,0,1,9408,0,0,0,0,1
318,4,3,0,0,1,0,19720,0,0,1,0,0
77,1,2,1,29,1,1,8798,0,0,0,0,1
42,1,1,1,14,1,1,4129,0,0,0,0,1
74,3,1,0,0,1,0,1665,0,0,0,1,0
452,4,6,4,13,1,0,15640,0,0,0,0,1
41,1,2,1,6,1,0,2903,0,0,1,0,0
90,2,2,2,1,1,0,3417,0,0,0,0,1
145,1,3,1,5,0,1,9841,0,0,0,1,0
70,1,2,0,2,1,0,2622,0,0,0,0,1
180,3,4,5,0,1,0,3616,0,0,0,0,1
68,2,1,0,12,1,0,1837,0,0,0,0,1
300,4,4,3,0,1,0,10920,0,0,0,0,1
270,3,3,1,0,1,1,6621,0,0,0,0,1
63,1,1,1,3,1,0,957,0,0,0,0,1
140,2,3,1,3,1,1,6620,0,0,0,0,1
220,5,4,3,0,0,0,8546,0,0,0,0,1
90,3,2,2,5,1,0,4365,0,0,0,0,1
62,2,2,1,2,0,1,4103,0,0,0,0,1
55,1,1,0,1,0,0,920,0,0,0,0,1
170,3,2,3,0,1,0,4246,1,0,0,0,0
75,3,2,1,1,1,0,1495,1,0,0,0,0
150,3,4,3,10,1,0,4597,0,0,0,0,1
270,4,4,2,0,1,0,7325,0,0,1,0,0
55,2,1,0,1,0,0,1734,0,0,1,0,0
38,1,1,0,4,0,0,1521,0,0,0,1,0
87,2,2,1,2,1,0,2696,0,0,1,0,0
26,1,1,1,1,1,0,887,1,0,0,0,0
384,5,4,6,0,0,0,5517,1,0,0,0,0
62,2,1,1,2,1,0,1248,1,0,0,0,0
70,2,1,1,6,1,0,2723,0,0,0,0,1
48,1,1,1,8,1,1,2887,0,0,1,0,0
396,4,4,4,0,1,0,10900,0,0,0,0,1
480,3,4,1,3,1,0,13490,0,0,0,1,0
230,4,4,3,3,1,0,8515,1,0,0,0,0
60,1,1,0,5,1,0,2973,0,0,0,1,0
80,2,2,2,2,1,0,3433,0,0,0,1,0
150,4,3,3,5,1,0,9731,0,0,0,1,0
85,3,1,0,2,0,0,1415,1,0,0,0,0
25,1,1,0,14,1,0,2592,0,0,0,0,1
105,3,3,0,3,1,0,3108,0,0,1,0,0
144,4,2,2,6,1,0,7348,0,0,0,0,1
80,3,2,2,45,1,0,3549,1,0,0,0,0
100,1,1,0,0,1,0,1637,0,0,0,0,1
649,5,5,6,0,1,1,16310,1,0,0,0,0
55,2,1,1,2,1,0,1193,0,0,1,0,0
68,2,2,1,2,1,0,2309,0,0,1,0,0
265,3,3,0,0,1,0,9103,0,0,0,0,1
96,2,1,0,9,1,1,5386,0,0,0,0,1
241,5,4,3,0,1,0,5596,1,0,0,0,0
65,2,1,1,8,1,0,1610,0,0,0,1,0
71,2,1,1,3,1,0,1929,0,1,0,0,0
90,1,1,0,1,0,0,1937,0,0,0,0,1
90,3,2,0,9,1,0,3111,0,0,0,0,1
42,1,1,1,9,1,0,1535,0,1,0,0,0
109,3,1,1,5,1,0,1963,0,0,1,0,0
154,3,3,2,12,1,1,3068,0,0,0,0,1
55,1,1,0,0,0,0,1058,1,0,0,0,0
49,2,2,1,8,1,0,3118,0,0,0,0,1
56,1,1,0,2,1,1,8382,0,0,0,0,1
67,2,1,1,2,1,0,1788,0,1,0,0,0
160,4,4,0,9,1,1,5303,0,0,0,0,1
118,3,2,1,3,1,0,2177,0,0,1,0,0
47,2,1,1,6,1,0,1925,1,0,0,0,0
132,3,4,3,2,0,0,5675,0,0,0,0,1
47,1,1,0,20,1,0,1074,0,0,1,0,0
60,3,2,1,13,0,0,2182,0,1,0,0,0
250,4,5,0,14,1,0,12940,0,0,0,0,1
400,3,4,5,0,1,1,8961,0,0,1,0,0
28,1,1,0,4,1,1,2713,0,0,0,1,0
300,3,4,2,9,1,1,17260,0,0,0,0,1
78,2,1,2,9,1,1,5975,0,0,0,0,1
56,2,1,0,3,1,0,2114,0,0,0,0,1
110,2,2,0,4,1,1,5007,0,0,0,0,1
65,2,2,1,7,1,0,2478,0,0,0,0,1
59,3,1,1,1,1,0,1195,1,0,0,0,0
20,1,1,0,1,1,1,2555,0,0,0,0,1
65,3,1,1,11,1,0,2333,0,0,0,0,1
235,4,4,4,5,1,1,19840,0,0,0,0,1
137,2,3,2,1,1,0,17520,0,0,0,0,1
50,1,1,1,0,0,0,1603,0,0,0,0,1
120,3,1,4,0,1,0,3787,0,0,0,0,1
80,2,1,0,0,0,0,1725,0,0,0,0,1
82,3,1,0,3,0,1,3245,0,0,0,1,0
160,3,2,1,0,1,0,4771,0,0,0,0,1
51,1,1,0,1,1,1,3315,0,0,0,0,1
56,2,1,0,0,1,0,1610,0,0,0,0,1
170,3,4,0,14,1,1,7051,0,0,0,0,1
300,4,5,4,19,1,0,8629,0,0,0,0,1
60,2,1,1,11,1,1,3967,0,0,0,0,1
50,1,1,1,2,1,0,1492,0,0,0,1,0
250,5,6,2,0,1,0,9853,0,0,0,0,1
80,2,2,2,12,1,0,1948,0,0,0,1,0
110,2,1,1,6,0,0,5299,0,0,0,1,0
430,4,5,3,0,1,0,6099,1,0,0,0,0
144,4,3,3,14,0,1,6000,1,0,0,0,0
30,1,1,0,5,1,0,880,0,1,0,0,0
163,2,3,2,18,1,1,10040,0,0,0,0,1
80,2,2,2,9,1,0,3148,1,0,0,0,0
300,5,4,7,0,1,0,17520,0,0,0,0,1
544,4,3,7,0,1,0,3503,1,0,0,0,0
95,3,2,2,4,0,0,2624,1,0,0,0,0
65,2,1,0,1,1,0,1425,0,0,1,0,0
103,2,2,2,1,0,0,1716,1,0,0,0,0
135,3,2,2,3,1,0,4755,0,0,0,0,1
200,3,4,2,13,1,0,9666,0,0,0,0,1
47,2,2,1,12,1,0,1553,0,0,0,1,0
35,1,1,0,3,1,0,1100,0,0,0,1,0
44,2,1,1,2,1,0,1257,0,1,0,0,0
82,2,1,1,5,1,0,4304,0,0,0,0,1
50,1,1,1,0,0,0,935,0,0,0,0,1
360,4,3,3,0,1,0,3526,1,0,0,0,0
95,3,2,2,2,1,0,2958,0,0,1,0,0
83,2,3,2,8,1,0,5531,0,0,0,0,1
60,1,1,1,6,1,0,2810,0,0,0,0,1
122,3,2,1,9,1,0,7919,0,0,0,0,1
150,3,4,4,14,1,0,9753,0,0,0,0,1
450,5,4,8,0,1,0,3913,0,1,0,0,0
58,2,1,1,4,1,0,1412,0,0,1,0,0
380,4,2,4,0,1,0,5370,0,0,0,0,1
430,4,5,3,7,1,0,10580,1,0,0,0,0
280,3,5,2,3,1,1,6587,0,0,1,0,0
580,5,6,5,0,0,0,16400,1,0,0,0,0
98,2,2,0,2,1,0,1465,0,0,1,0,0
40,1,1,1,2,0,0,1384,0,0,0,0,1
50,2,1,1,2,0,1,2658,0,0,0,1,0
40,1,1,1,11,1,1,5552,0,0,0,0,1
75,4,4,1,9,0,1,5258,0,0,0,1,0
72,1,1,1,1,1,0,4742,0,0,0,1,0
429,5,4,6,0,1,0,15250,0,0,0,0,1
380,4,2,0,0,1,0,8121,0,0,0,0,1
72,3,1,1,3,0,0,1298,1,0,0,0,0
114,3,3,0,0,1,0,2961,0,0,0,0,1
100,3,2,4,0,1,0,4194,0,0,0,0,1
120,4,2,2,11,1,0,6145,0,0,0,0,1
100,3,3,2,6,1,0,7070,0,0,0,0,1
170,2,3,2,0,1,0,6908,0,0,1,0,0
62,1,2,1,4,1,1,14900,0,0,0,0,1
62,2,2,1,5,1,0,3200,0,0,0,0,1
94,2,3,2,18,0,0,6381,0,0,0,0,1
144,3,2,1,7,1,1,10430,0,0,0,1,0
68,2,1,2,1,1,0,1810,0,1,0,0,0
42,1,1,0,5,0,1,2589,0,0,1,0,0
84,3,1,0,3,1,1,1596,0,0,1,0,0
165,3,4,4,15,1,0,12930,0,0,0,0,1
50,2,1,1,9,1,0,1476,0,0,0,0,1
65,2,1,1,3,0,1,2276,0,0,1,0,0
52,1,1,1,8,0,1,3380,0,1,0,0,0
136,3,3,2,12,1,0,4297,0,0,0,0,1
75,2,1,1,3,0,0,1377,1,0,0,0,0
212,3,5,3,7,1,0,10470,0,0,0,0,1
70,2,1,1,1,1,0,2050,0,0,0,0,1
57,2,1,1,5,1,1,2943,0,0,0,0,1
128,2,3,3,9,1,0,6450,0,0,0,0,1
62,2,2,1,1,0,0,2380,0,0,0,0,1
140,3,3,2,0,1,0,4058,0,0,0,0,1
55,2,1,1,14,1,0,1837,0,0,0,0,1
130,3,2,1,8,1,0,8179,0,0,0,0,1
82,3,2,2,4,0,0,3702,0,0,0,0,1
100,3,2,1,5,1,0,2475,0,0,0,0,1
122,2,2,2,10,1,0,6402,0,0,0,0,1
87,2,1,0,2,1,0,1683,0,0,1,0,0
70,2,1,2,4,1,0,1081,1,0,0,0,0
123,3,2,1,1,1,0,6785,0,0,0,1,0
91,3,2,2,3,1,0,3990,0,0,1,0,0
50,1,1,0,4,1,0,1214,0,0,0,0,1
189,4,3,3,14,1,0,9594,0,0,0,0,1
45,2,1,1,3,1,0,1198,0,1,0,0,0
35,1,1,0,7,1,1,2586,0,0,0,1,0
350,5,5,4,8,0,0,11710,0,0,0,0,1
73,1,1,0,13,0,0,2366,1,0,0,0,0
35,2,1,1,0,1,0,2257,0,0,0,0,1
140,5,2,1,1,1,1,4250,0,0,0,0,1
78,3,3,2,10,1,0,3592,0,0,0,0,1
200,6,4,2,0,1,0,10400,0,0,0,0,1
102,2,2,1,11,1,1,5203,0,0,1,0,0
48,2,1,1,5,1,0,1342,0,1,0,0,0
84,3,2,1,3,0,1,3129,0,0,0,0,1
80,2,1,1,0,1,0,1390,0,0,0,0,1
391,4,5,2,15,1,0,15030,0,0,0,0,1
227,4,4,3,7,0,1,17940,0,0,0,0,1
180,3,3,4,27,1,0,9242,0,0,0,0,1
178,4,4,4,1,1,0,5561,1,0,0,0,0
105,1,1,2,29,0,0,10530,0,0,0,0,1
26,1,1,0,4,1,1,4815,0,0,0,0,1
200,2,3,1,10,1,0,6308,0,0,0,0,1
78,2,2,2,3,1,0,1568,1,0,0,0,0
309,4,5,3,0,1,0,12920,0,0,0,0,1
66,3,2,1,11,1,0,1962,0,0,1,0,0
20,1,1,0,11,0,1,1672,0,0,0,1,0
35,1,1,1,13,1,0,1267,0,1,0,0,0
130,2,4,3,2,1,0,8544,0,0,0,0,1
120,3,1,0,1,1,0,1433,0,0,0,0,1
75,2,2,0,1,0,0,2958,0,0,0,1,0
120,3,3,2,23,0,0,9293,0,0,0,0,1
65,2,1,1,1,1,1,1550,0,0,0,1,0
62,3,1,2,1,1,0,2324,0,0,0,0,1
129,3,4,2,8,1,0,5439,0,0,0,0,1
70,2,2,4,0,1,0,3236,0,0,0,0,1
38,1,1,0,12,0,0,2404,0,0,0,1,0
120,3,3,3,7,1,0,5874,0,0,1,0,0
180,2,3,2,0,1,0,3499,0,0,0,0,1
82,1,1,2,1,1,0,10020,0,0,0,0,1
58,2,2,2,7,1,0,1823,1,0,0,0,0
52,2,1,1,3,0,0,2959,0,0,0,0,1
67,2,1,0,3,1,0,1758,0,0,0,0,1
100,3,1,1,2,1,0,3240,1,0,0,0,0
570,4,5,4,14,1,0,16820,0,0,0,0,1
54,2,1,1,1,1,0,2508,0,0,0,0,1
150,4,2,0,0,1,0,2722,0,1,0,0,0
32,1,1,1,11,1,1,4614,0,0,0,0,1
127,3,2,2,1,1,0,5326,0,0,0,0,1
58,2,1,1,0,1,0,1006,0,0,1,0,0
230,3,2,2,0,1,1,4968,0,0,0,0,1
60,1,1,0,0,0,0,1817,0,0,0,0,1
60,1,1,0,2,0,1,1288,0,0,1,0,0
245,3,5,4,13,1,1,15680,0,0,0,0,1
180,3,2,2,2,1,0,10790,0,0,0,0,1
42,1,1,1,2,1,0,1213,0,0,1,0,0
41,1,1,0,5,1,1,1490,0,0,1,0,0
800,4,4,3,0,1,0,8966,1,0,0,0,0
700,7,6,5,0,1,0,16410,1,0,0,0,0
140,3,3,2,0,1,0,2335,0,0,0,0,1
222,4,3,2,13,1,0,6559,0,0,1,0,0
122,3,3,2,2,1,0,3286,0,0,1,0,0
62,1,1,0,7,0,1,3834,0,0,0,1,0
107,2,2,0,6,0,0,3989,0,0,0,0,1
40,1,1,0,4,1,1,1889,0,0,0,1,0
72,3,1,1,1,1,1,1608,0,1,0,0,0
400,4,6,4,15,1,0,8588,1,0,0,0,0
84,2,3,2,25,1,1,7787,0,0,0,0,1
80,3,2,2,11,1,0,2691,1,0,0,0,0
90,2,2,0,0,1,0,1777,0,0,0,0,1
413,4,4,0,1,1,0,11010,1,0,0,0,0
120,4,4,1,0,1,0,4635,0,0,0,0,1
66,2,1,1,3,1,0,1239,1,0,0,0,0
140,3,2,1,22,0,0,4076,0,0,0,1,0
190,4,2,2,4,1,0,4804,1,0,0,0,0
325,5,5,4,0,1,0,6511,0,0,0,0,1
60,2,2,0,15,1,1,4175,0,0,0,1,0
310,4,4,3,0,1,0,7781,0,0,0,0,1
100,2,2,2,6,1,1,8325,0,0,0,0,1
120,2,1,0,3,1,0,2039,0,1,0,0,0
52,2,1,1,4,0,0,920,1,0,0,0,0
52,2,1,1,17,1,0,1699,0,0,0,0,1
115,3,3,1,5,1,0,2990,0,1,0,0,0
47,1,1,1,5,1,0,1403,0,0,0,1,0
66,2,1,1,8,0,0,2333,0,0,0,0,1
100,2,1,2,0,1,0,1675,0,0,0,0,1
55,2,1,1,2,1,0,1714,0,0,1,0,0
200,3,4,3,20,0,1,15860,0,0,0,0,1
51,2,1,1,1,0,0,1251,0,1,0,0,0
140,3,3,2,6,1,0,6033,0,0,0,0,1
200,4,4,3,4,1,0,6036,1,0,0,0,0
30,2,2,1,1,1,0,1594,0,0,1,0,0
87,3,2,2,11,1,0,4372,1,0,0,0,0
100,3,2,1,6,1,0,3412,0,0,1,0,0
48,1,1,1,8,0,0,2423,0,0,0,0,1
40,1,1,1,20,0,0,2066,0,0,0,1,0
78,2,2,1,4,1,0,3139,0,0,1,0,0
200,3,4,3,5,1,1,9662,0,0,0,0,1
234,3,3,3,0,1,0,8675,1,0,0,0,0
136,3,1,0,8,1,1,5039,0,0,0,1,0
250,3,4,4,18,1,0,6394,0,0,0,0,1
125,3,2,1,8,0,1,4453,0,0,0,1,0
86,2,1,0,0,1,0,1538,0,0,0,0,1
62,2,1,0,8,1,0,1653,0,0,1,0,0
120,3,2,2,0,1,0,3268,0,0,0,0,1
61,1,1,0,8,1,1,2346,0,1,0,0,0
160,3,2,1,5,1,0,3907,0,0,1,0,0
64,1,1,0,3,1,0,1844,0,1,0,0,0
70,3,2,1,7,1,0,3514,0,0,0,1,0
258,2,2,1,0,1,0,1489,0,1,0,0,0
163,4,3,2,2,1,0,2767,1,0,0,0,0
360,4,5,4,8,1,0,6639,0,0,0,0,1
90,2,2,1,2,0,0,5836,0,0,0,1,0
50,1,1,0,0,1,0,1117,0,0,0,0,1
264,4,4,1,2,0,1,11360,0,0,0,1,0
70,2,1,0,5,1,0,3668,0,0,0,1,0
126,2,2,1,8,0,0,4253,0,0,0,0,1
35,1,1,1,14,0,0,3185,0,0,0,0,1
98,2,2,1,2,1,0,1838,0,0,1,0,0
47,2,1,1,4,1,0,1859,0,0,0,1,0
70,3,2,1,3,1,0,2893,0,0,0,0,1
85,3,3,0,0,0,0,3167,0,0,1,0,0
90,2,2,1,4,1,0,5302,0,0,0,1,0
250,3,4,3,8,1,0,12800,0,0,0,0,1
160,4,2,0,0,1,0,7046,0,0,0,1,0
97,2,3,2,15,1,0,4353,0,0,0,0,1
66,2,1,1,3,1,0,1636,0,0,0,1,0
78,3,2,2,1,1,0,2570,0,0,0,0,1
248,3,4,3,10,1,0,9019,0,0,0,0,1
163,3,2,1,1,1,0,5235,0,0,0,0,1
332,5,4,3,17,1,0,19560,0,0,0,0,1
30,1,1,1,10,1,1,2674,0,0,0,0,1
172,3,3,3,3,1,0,7865,0,0,0,1,0
100,3,2,0,0,1,0,1701,1,0,0,0,0
260,4,4,2,0,1,0,5463,0,0,0,0,1
46,2,1,1,5,0,0,1820,0,0,0,0,1
274,6,6,2,0,1,0,9819,1,0,0,0,0
210,4,4,2,1,0,0,6039,1,0,0,0,0
400,4,5,4,0,1,0,16610,0,0,0,0,1
110,3,2,1,7,1,0,2766,0,0,0,0,1
160,3,2,2,0,0,0,3803,0,0,0,0,1
95,3,2,2,3,1,0,7505,0,0,0,1,0
38,1,1,0,16,0,0,2215,0,0,0,0,1
